DATAFLOW,CSE_REG_DIST_LOC: Region District Locality,CSE_SEX: Sex,CSE_FREQ: Frequency,TIME_PERIOD: Time Period,OBS_VALUE,CSE_OBS_STATUS: Observation Status,CSE_OBS_NOTE: Observation Note
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01134: 01134 - Marsa,F: Females,A: Annual,2015-A1,2485,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01134: 01134 - Marsa,F: Females,A: Annual,2016-A1,2487,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01134: 01134 - Marsa,F: Females,A: Annual,2017-A1,2504,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01134: 01134 - Marsa,F: Females,A: Annual,2018-A1,2537,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01134: 01134 - Marsa,F: Females,A: Annual,2019-A1,2594,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01134: 01134 - Marsa,F: Females,A: Annual,2020-A1,2583,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01134: 01134 - Marsa,M: Males,A: Annual,2005-A1,2648,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01134: 01134 - Marsa,M: Males,A: Annual,2006-A1,2601,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01134: 01134 - Marsa,M: Males,A: Annual,2007-A1,2561,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01134: 01134 - Marsa,M: Males,A: Annual,2008-A1,2529,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01134: 01134 - Marsa,M: Males,A: Annual,2009-A1,2494,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01134: 01134 - Marsa,M: Males,A: Annual,2010-A1,2441,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01134: 01134 - Marsa,M: Males,A: Annual,2011-A1,2405,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01134: 01134 - Marsa,M: Males,A: Annual,2012-A1,2514,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01134: 01134 - Marsa,M: Males,A: Annual,2013-A1,2666,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01134: 01134 - Marsa,M: Males,A: Annual,2014-A1,2797,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01134: 01134 - Marsa,M: Males,A: Annual,2015-A1,2806,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01134: 01134 - Marsa,M: Males,A: Annual,2016-A1,2816,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01134: 01134 - Marsa,M: Males,A: Annual,2017-A1,2863,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01134: 01134 - Marsa,M: Males,A: Annual,2018-A1,2917,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01134: 01134 - Marsa,M: Males,A: Annual,2019-A1,3229,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01134: 01134 - Marsa,M: Males,A: Annual,2020-A1,3150,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01134: 01134 - Marsa,T: Total,A: Annual,2005-A1,5344,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01134: 01134 - Marsa,T: Total,A: Annual,2006-A1,5232,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01134: 01134 - Marsa,T: Total,A: Annual,2007-A1,5141,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01134: 01134 - Marsa,T: Total,A: Annual,2008-A1,5061,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01134: 01134 - Marsa,T: Total,A: Annual,2009-A1,4980,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01134: 01134 - Marsa,T: Total,A: Annual,2010-A1,4873,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01134: 01134 - Marsa,T: Total,A: Annual,2011-A1,4792,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01134: 01134 - Marsa,T: Total,A: Annual,2012-A1,4930,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01134: 01134 - Marsa,T: Total,A: Annual,2013-A1,5151,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01134: 01134 - Marsa,T: Total,A: Annual,2014-A1,5286,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01134: 01134 - Marsa,T: Total,A: Annual,2015-A1,5291,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01134: 01134 - Marsa,T: Total,A: Annual,2016-A1,5303,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01134: 01134 - Marsa,T: Total,A: Annual,2017-A1,5367,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01134: 01134 - Marsa,T: Total,A: Annual,2018-A1,5454,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01134: 01134 - Marsa,T: Total,A: Annual,2019-A1,5823,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01134: 01134 - Marsa,T: Total,A: Annual,2020-A1,5733,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01145: 01145 - Paola,T: Total,A: Annual,2005-A1,8822,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01145: 01145 - Paola,T: Total,A: Annual,2006-A1,8700,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01145: 01145 - Paola,T: Total,A: Annual,2007-A1,8612,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01145: 01145 - Paola,T: Total,A: Annual,2008-A1,8542,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01145: 01145 - Paola,T: Total,A: Annual,2009-A1,8472,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01145: 01145 - Paola,T: Total,A: Annual,2010-A1,8358,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01145: 01145 - Paola,T: Total,A: Annual,2011-A1,8272,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01145: 01145 - Paola,T: Total,A: Annual,2012-A1,8235,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01145: 01145 - Paola,T: Total,A: Annual,2013-A1,8202,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01145: 01145 - Paola,T: Total,A: Annual,2014-A1,8213,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01145: 01145 - Paola,T: Total,A: Annual,2015-A1,8239,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01145: 01145 - Paola,T: Total,A: Annual,2016-A1,8323,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01145: 01145 - Paola,T: Total,A: Annual,2017-A1,8442,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01145: 01145 - Paola,T: Total,A: Annual,2018-A1,8706,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01145: 01145 - Paola,T: Total,A: Annual,2019-A1,9073,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01145: 01145 - Paola,T: Total,A: Annual,2020-A1,9094,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01145: 01145 - Paola,F: Females,A: Annual,2005-A1,4407,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01145: 01145 - Paola,F: Females,A: Annual,2006-A1,4321,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01145: 01145 - Paola,F: Females,A: Annual,2007-A1,4257,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01145: 01145 - Paola,F: Females,A: Annual,2008-A1,4198,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01145: 01145 - Paola,F: Females,A: Annual,2009-A1,4144,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01145: 01145 - Paola,F: Females,A: Annual,2010-A1,4076,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01145: 01145 - Paola,F: Females,A: Annual,2011-A1,4015,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01145: 01145 - Paola,F: Females,A: Annual,2012-A1,3991,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01145: 01145 - Paola,F: Females,A: Annual,2013-A1,3978,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01145: 01145 - Paola,F: Females,A: Annual,2014-A1,3961,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01145: 01145 - Paola,F: Females,A: Annual,2015-A1,3973,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01145: 01145 - Paola,F: Females,A: Annual,2016-A1,4019,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01145: 01145 - Paola,F: Females,A: Annual,2017-A1,4080,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01145: 01145 - Paola,F: Females,A: Annual,2018-A1,4115,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01145: 01145 - Paola,F: Females,A: Annual,2019-A1,4241,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01145: 01145 - Paola,F: Females,A: Annual,2020-A1,4246,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01145: 01145 - Paola,M: Males,A: Annual,2005-A1,4415,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01145: 01145 - Paola,M: Males,A: Annual,2006-A1,4379,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01145: 01145 - Paola,M: Males,A: Annual,2007-A1,4355,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01145: 01145 - Paola,M: Males,A: Annual,2008-A1,4344,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01145: 01145 - Paola,M: Males,A: Annual,2009-A1,4328,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01145: 01145 - Paola,M: Males,A: Annual,2010-A1,4282,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01145: 01145 - Paola,M: Males,A: Annual,2011-A1,4257,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01145: 01145 - Paola,M: Males,A: Annual,2012-A1,4244,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01145: 01145 - Paola,M: Males,A: Annual,2013-A1,4224,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01145: 01145 - Paola,M: Males,A: Annual,2014-A1,4252,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01145: 01145 - Paola,M: Males,A: Annual,2015-A1,4266,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01145: 01145 - Paola,M: Males,A: Annual,2016-A1,4304,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01145: 01145 - Paola,M: Males,A: Annual,2017-A1,4362,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01145: 01145 - Paola,M: Males,A: Annual,2018-A1,4591,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01145: 01145 - Paola,M: Males,A: Annual,2019-A1,4832,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01145: 01145 - Paola,M: Males,A: Annual,2020-A1,4848,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01157: 01157 - Santa Lucija,M: Males,A: Annual,2005-A1,1609,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01157: 01157 - Santa Lucija,M: Males,A: Annual,2006-A1,1579,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01157: 01157 - Santa Lucija,M: Males,A: Annual,2007-A1,1552,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01157: 01157 - Santa Lucija,M: Males,A: Annual,2008-A1,1531,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01157: 01157 - Santa Lucija,M: Males,A: Annual,2009-A1,1507,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01157: 01157 - Santa Lucija,M: Males,A: Annual,2010-A1,1473,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01157: 01157 - Santa Lucija,M: Males,A: Annual,2011-A1,1450,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01157: 01157 - Santa Lucija,M: Males,A: Annual,2012-A1,1445,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01157: 01157 - Santa Lucija,M: Males,A: Annual,2013-A1,1450,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01157: 01157 - Santa Lucija,M: Males,A: Annual,2014-A1,1450,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01157: 01157 - Santa Lucija,M: Males,A: Annual,2015-A1,1441,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01157: 01157 - Santa Lucija,M: Males,A: Annual,2016-A1,1426,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01157: 01157 - Santa Lucija,M: Males,A: Annual,2017-A1,1420,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01157: 01157 - Santa Lucija,M: Males,A: Annual,2018-A1,1437,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01157: 01157 - Santa Lucija,M: Males,A: Annual,2019-A1,1446,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01157: 01157 - Santa Lucija,M: Males,A: Annual,2020-A1,1442,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01157: 01157 - Santa Lucija,F: Females,A: Annual,2005-A1,1577,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01157: 01157 - Santa Lucija,F: Females,A: Annual,2006-A1,1560,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01157: 01157 - Santa Lucija,F: Females,A: Annual,2007-A1,1552,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01157: 01157 - Santa Lucija,F: Females,A: Annual,2008-A1,1545,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01157: 01157 - Santa Lucija,F: Females,A: Annual,2009-A1,1540,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01157: 01157 - Santa Lucija,F: Females,A: Annual,2010-A1,1530,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01157: 01157 - Santa Lucija,F: Females,A: Annual,2011-A1,1522,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01157: 01157 - Santa Lucija,F: Females,A: Annual,2012-A1,1520,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01157: 01157 - Santa Lucija,F: Females,A: Annual,2013-A1,1529,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01157: 01157 - Santa Lucija,F: Females,A: Annual,2014-A1,1523,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01157: 01157 - Santa Lucija,F: Females,A: Annual,2015-A1,1513,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01157: 01157 - Santa Lucija,F: Females,A: Annual,2016-A1,1512,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01157: 01157 - Santa Lucija,F: Females,A: Annual,2017-A1,1514,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01157: 01157 - Santa Lucija,F: Females,A: Annual,2018-A1,1517,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01157: 01157 - Santa Lucija,F: Females,A: Annual,2019-A1,1512,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01157: 01157 - Santa Lucija,F: Females,A: Annual,2020-A1,1516,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01157: 01157 - Santa Lucija,T: Total,A: Annual,2005-A1,3186,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01157: 01157 - Santa Lucija,T: Total,A: Annual,2006-A1,3139,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01157: 01157 - Santa Lucija,T: Total,A: Annual,2007-A1,3104,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01157: 01157 - Santa Lucija,T: Total,A: Annual,2008-A1,3076,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01157: 01157 - Santa Lucija,T: Total,A: Annual,2009-A1,3047,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01157: 01157 - Santa Lucija,T: Total,A: Annual,2010-A1,3003,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01157: 01157 - Santa Lucija,T: Total,A: Annual,2011-A1,2972,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01157: 01157 - Santa Lucija,T: Total,A: Annual,2012-A1,2965,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01157: 01157 - Santa Lucija,T: Total,A: Annual,2013-A1,2979,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01157: 01157 - Santa Lucija,T: Total,A: Annual,2014-A1,2973,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01157: 01157 - Santa Lucija,T: Total,A: Annual,2015-A1,2954,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01157: 01157 - Santa Lucija,T: Total,A: Annual,2016-A1,2938,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01157: 01157 - Santa Lucija,T: Total,A: Annual,2017-A1,2934,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01157: 01157 - Santa Lucija,T: Total,A: Annual,2018-A1,2954,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01157: 01157 - Santa Lucija,T: Total,A: Annual,2019-A1,2958,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01157: 01157 - Santa Lucija,T: Total,A: Annual,2020-A1,2958,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01162: 01162 - Tarxien,T: Total,A: Annual,2005-A1,7597,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01162: 01162 - Tarxien,T: Total,A: Annual,2006-A1,7702,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01162: 01162 - Tarxien,T: Total,A: Annual,2007-A1,7836,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01162: 01162 - Tarxien,T: Total,A: Annual,2008-A1,7987,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01162: 01162 - Tarxien,T: Total,A: Annual,2009-A1,8138,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01162: 01162 - Tarxien,T: Total,A: Annual,2010-A1,8247,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01162: 01162 - Tarxien,T: Total,A: Annual,2011-A1,8388,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01162: 01162 - Tarxien,T: Total,A: Annual,2012-A1,8418,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01162: 01162 - Tarxien,T: Total,A: Annual,2013-A1,8271,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01162: 01162 - Tarxien,T: Total,A: Annual,2014-A1,8314,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01162: 01162 - Tarxien,T: Total,A: Annual,2015-A1,8422,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01162: 01162 - Tarxien,T: Total,A: Annual,2016-A1,8453,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01162: 01162 - Tarxien,T: Total,A: Annual,2017-A1,8511,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01162: 01162 - Tarxien,T: Total,A: Annual,2018-A1,8627,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01162: 01162 - Tarxien,T: Total,A: Annual,2019-A1,8863,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01162: 01162 - Tarxien,T: Total,A: Annual,2020-A1,8915,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01162: 01162 - Tarxien,M: Males,A: Annual,2005-A1,3769,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01162: 01162 - Tarxien,M: Males,A: Annual,2006-A1,3824,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01162: 01162 - Tarxien,M: Males,A: Annual,2007-A1,3888,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01162: 01162 - Tarxien,M: Males,A: Annual,2008-A1,3965,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01162: 01162 - Tarxien,M: Males,A: Annual,2009-A1,4037,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01162: 01162 - Tarxien,M: Males,A: Annual,2010-A1,4081,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01162: 01162 - Tarxien,M: Males,A: Annual,2011-A1,4144,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01162: 01162 - Tarxien,M: Males,A: Annual,2012-A1,4153,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01162: 01162 - Tarxien,M: Males,A: Annual,2013-A1,4009,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01162: 01162 - Tarxien,M: Males,A: Annual,2014-A1,4025,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01162: 01162 - Tarxien,M: Males,A: Annual,2015-A1,4093,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01162: 01162 - Tarxien,M: Males,A: Annual,2016-A1,4112,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01162: 01162 - Tarxien,M: Males,A: Annual,2017-A1,4140,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01162: 01162 - Tarxien,M: Males,A: Annual,2018-A1,4217,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01162: 01162 - Tarxien,M: Males,A: Annual,2019-A1,4386,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01162: 01162 - Tarxien,M: Males,A: Annual,2020-A1,4416,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01162: 01162 - Tarxien,F: Females,A: Annual,2005-A1,3828,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01162: 01162 - Tarxien,F: Females,A: Annual,2006-A1,3878,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01162: 01162 - Tarxien,F: Females,A: Annual,2007-A1,3948,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01162: 01162 - Tarxien,F: Females,A: Annual,2008-A1,4022,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01162: 01162 - Tarxien,F: Females,A: Annual,2009-A1,4101,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01162: 01162 - Tarxien,F: Females,A: Annual,2010-A1,4166,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01162: 01162 - Tarxien,F: Females,A: Annual,2011-A1,4244,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01162: 01162 - Tarxien,F: Females,A: Annual,2012-A1,4265,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01162: 01162 - Tarxien,F: Females,A: Annual,2013-A1,4262,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01162: 01162 - Tarxien,F: Females,A: Annual,2014-A1,4289,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01162: 01162 - Tarxien,F: Females,A: Annual,2015-A1,4329,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01162: 01162 - Tarxien,F: Females,A: Annual,2016-A1,4341,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01162: 01162 - Tarxien,F: Females,A: Annual,2017-A1,4371,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01162: 01162 - Tarxien,F: Females,A: Annual,2018-A1,4410,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01162: 01162 - Tarxien,F: Females,A: Annual,2019-A1,4477,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01162: 01162 - Tarxien,F: Females,A: Annual,2020-A1,4499,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01165: 01165 - Xghajra,F: Females,A: Annual,2005-A1,626,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01165: 01165 - Xghajra,F: Females,A: Annual,2006-A1,651,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01165: 01165 - Xghajra,F: Females,A: Annual,2007-A1,679,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01165: 01165 - Xghajra,F: Females,A: Annual,2008-A1,708,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01165: 01165 - Xghajra,F: Females,A: Annual,2009-A1,738,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01165: 01165 - Xghajra,F: Females,A: Annual,2010-A1,765,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01165: 01165 - Xghajra,F: Females,A: Annual,2011-A1,795,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01165: 01165 - Xghajra,F: Females,A: Annual,2012-A1,806,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01165: 01165 - Xghajra,F: Females,A: Annual,2013-A1,816,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01165: 01165 - Xghajra,F: Females,A: Annual,2014-A1,833,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01165: 01165 - Xghajra,F: Females,A: Annual,2015-A1,842,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01165: 01165 - Xghajra,F: Females,A: Annual,2016-A1,851,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01165: 01165 - Xghajra,F: Females,A: Annual,2017-A1,877,,
NSO:DF_TOT_POP_BY_REG_DIST_LOC(1.5),MGC01165: 01165 - Xghajra,F: Females,A: Annual,2018-A1,910,,
